"mid","follower","sex","video","master","album","article","channel","time_ave20","play_ave20","weibo","wx","qq","taobao","mail","tiktok","redbook","self_tags","video_tag_combine","video_max_ratio"
245050,65159,"保密",776,3,9,1,4,300.2,3461.92857142857,0,0,0,0,0,0,0,"[]","动画",0.416237113402062
245157,2427,"保密",61,0,11,0,1,1355.35,534.95,0,0,0,0,0,0,0,"[]","游戏",1
245869,207974,"男",79,3,139,0,3,953.75,105955.45,0,0,0,0,0,0,0,"[]","游戏",0.873417721518987
246511,50754,"男",604,3,107,31,10,11316.5,6793.8,0,0,1,0,0,0,0,"[]","游戏",0.985099337748344
247182,26068,"保密",108,0,42,38,4,234.8,2614.4,0,0,1,0,0,0,0,"[]","娱乐",0.731481481481482
247562,256,"女",131,3,0,0,3,6342.75,90.8,0,0,0,0,0,0,0,"[]","游戏",0.717557251908397
248036,861,"女",288,0,0,0,0,2282.55,4084.55,0,0,0,0,0,0,0,"[]","音乐",0.986111111111111
249118,133702,"女",98,2,49,0,3,271.75,65271.6,1,0,1,0,0,0,0,"['配音', '吐槽电台']","动画",0.581632653061224
251718,40639,"女",158,3,181,10,5,719.35,13610.15,0,0,0,0,0,0,0,"['麦咪', '开放世界', '男左女右']","科技",0.639240506329114
252026,641,"男",256,1,0,0,0,151.3,13592.6111111111,0,0,0,0,0,0,0,"[]","鬼畜",0.609375
252599,59590,"保密",294,3,141,7,0,374.45,28144.05,0,0,0,0,0,0,0,"[]","游戏",0.506802721088435
253495,18354,"男",154,3,88,0,8,278.85,1958.1,0,0,1,1,0,0,0,"['饭団子P', '声音相关领域UP']","音乐",0.590909090909091
254805,53654,"男",144,2,200,0,4,1591,4523.85,0,0,0,0,0,0,0,"[]","音乐",0.916666666666667
255152,64249,"保密",199,3,249,6,4,267.55,34404.4,0,0,0,0,0,0,0,"['FGO竞速组', '命运冠位指定']","游戏",0.994974874371859
255468,181505,"女",598,3,31,0,6,4995.75,70578.55,1,0,0,0,0,0,0,"['大大巴', '太太', '17岁', 'doraiba']","游戏",0.994983277591973
256157,259163,"男",285,3,27,0,0,3086.8,105667.5,0,0,0,0,0,0,0,"[]","游戏",0.947368421052632
256763,730310,"保密",725,3,27,1,0,1400.15,122980.2,1,0,1,0,0,0,0,"['穿胖次的狐', '狸精']","游戏",0.993103448275862
257492,33331,"保密",74,3,183,0,4,3106.6,21226.05,0,0,0,0,0,0,0,"[]","动画",0.756756756756757
258352,114512,"保密",1078,0,0,0,0,5319.9,18621.2,0,0,0,0,0,0,0,"['愚蠢', '角落']","其他",0.727272727272727
259213,9675,"保密",529,3,2,3,7,2992.5,2045.75,0,0,0,0,0,0,0,"['个人字幕', '光脚党', '头像绝不用头']","影视",0.669187145557656
259333,722100,"女",85,3,196,0,6,328.45,357629.65,1,0,1,0,0,0,0,"[]","生活",0.529411764705882
259368,2396,"保密",99,3,46,3,6,589.15,6974.7,0,0,0,0,0,0,0,"[]","游戏",0.848484848484849
261232,162281,"保密",248,2,47,0,10,364.45,41555.7,0,0,0,0,0,0,0,"['蓝仙', '说书up主', '剑网三', 'coser', '钢铁直男']","游戏",0.919354838709677
261399,22826,"男",690,3,68,2,10,13042.6,2759.45,1,0,1,0,0,0,0,"['游戏主播', '游戏解说', '资深游戏媒体从业者', '游戏编辑', '小白Pikiyo']","游戏",0.927536231884058
264161,28439,"女",78,3,79,0,0,220.05,21424.45,1,0,1,0,0,0,0,"['Love Live!', '翻唱', '配音', '野生小鸟']","音乐",0.705128205128205
264731,18782,"男",258,0,4,11,0,11895.65,8003,0,0,0,0,0,0,0,"[]","游戏",0.992248062015504
264901,1601,"保密",316,0,1,0,0,355.5,2878.4,0,0,0,0,0,0,0,"[]","动画",0.974683544303797
264903,64006,"男",90,3,335,0,3,340.65,11810.2,0,0,0,0,0,0,0,"[]","音乐",0.733333333333333
266023,15605,"保密",262,2,0,0,2,366.1,12518.95,0,0,0,0,0,0,0,"['和谐', '历史地图']","科技",0.770992366412214
267908,37507,"保密",51,2,52,0,0,587.4,855.5,0,0,0,0,0,0,0,"['57', '直播', '雀龙门', '雀魂', '300英雄']","游戏",1
268104,1566576,"保密",120,3,23,0,5,792.4,1158481.95,1,0,0,0,1,0,0,"['宇宙', '第一', '超级', '无敌', '帅比']","游戏",0.9
269353,300672,"保密",233,3,68,1,5,400.8,191246.4,0,1,1,0,0,0,0,"['网络小说', '网络小说排行榜', '起点', '晋江']","生活",0.609442060085837
269470,2863,"保密",64,0,0,0,0,205.75,1806.95,0,0,0,0,0,0,0,"[]","动画",1
269558,480516,"女",66,3,56,0,1,330.3,299898.95,1,0,1,0,0,0,0,"[]","舞蹈",0.848484848484849
269753,7749,"保密",214,3,0,0,0,3464.75,4620.95,0,0,0,0,0,0,0,"[]","游戏",0.985981308411215
270926,61005,"男",59,2,0,0,3,1371.85,13599.05,0,0,0,0,0,0,0,"[]","其他",0.457627118644068
272195,110982,"男",79,3,191,0,2,15490.25,34257.7,1,0,1,1,1,0,0,"['只狼', '鬼泣', '血源', '黑暗之魂', '忍者龙剑传']","游戏",0.987341772151899
272306,16079,"男",129,3,206,2,9,14760.15,2234,0,0,0,0,0,0,0,"['BUP48', '灵魂画手']","生活",0.705426356589147
272485,1540,"男",97,3,14,1,0,1237.8,4231.5,0,0,0,0,0,0,0,"[]","游戏",1
273898,20987,"男",64,2,0,0,3,257.25,8161.25,1,0,1,0,0,0,0,"[]","音乐",1
274541,19120,"保密",111,0,117,1,0,651.7,127081.95,1,0,0,0,0,0,0,"[]","舞蹈",0.792792792792793
275085,29377,"保密",55,1,6,0,0,302.6,13125.65,1,0,1,0,0,0,0,"[]","音乐",1
275246,13226,"保密",2745,1,115,1,1,1709.05,685.4,0,0,0,0,0,0,0,"[]","其他",0.982513661202186
275981,743142,"男",274,3,26,0,0,1792.15,141536.2,1,0,0,0,0,0,0,"['努力', '成为', '特别厉害的', '人']","游戏",0.967153284671533
277245,5540,"男",233,3,83,0,2,288.8,19644.1,0,0,0,0,0,0,0,"[]","游戏",0.695278969957081
277257,251983,"男",1628,3,81,0,7,183.25,10485.2,0,0,0,1,0,0,0,"['萌即是正义', '三妈式', 'MMD', '歌姬计划', '初音社']","动画",0.552825552825553
277529,39915,"男",163,0,0,0,0,1897.4,24651.6,0,0,0,0,0,0,0,"[]","游戏",0.957055214723926
279661,122484,"男",109,3,691,2,4,551.5,33602.15,0,1,0,0,0,0,0,"[]","科技",0.963302752293578
280339,11553,"男",255,3,12,1,3,661,3763.35,1,1,1,0,0,0,0,"['微电影', '单机游戏', '游戏物语', '天才力量']","游戏",0.956862745098039
280751,1515,"男",137,3,4,0,5,8500.15,1330.05,1,0,0,0,0,0,0,"['涩咖啡', '纽约', '蓝色警戒', '英雄无敌', '日本穷人']","游戏",0.846715328467153
281368,17748,"男",57,3,4,0,1,325.8,36393.9,0,0,0,0,0,0,0,"[]","游戏",1
281935,6748,"保密",1829,0,101,0,0,2771.1,793.7,0,0,0,0,0,0,0,"['搬运', '技术', '声优']","其他",0.815746309458721
282206,14396,"保密",146,1,2,7,4,132.55,7716.05,0,0,0,0,0,0,0,"[]","游戏",0.993150684931507
282693,12736,"保密",80,3,185,1,10,2913.25,3522.95,0,0,0,0,0,0,0,"['龙', '竜', '龍']","游戏",1
282994,1947955,"女",168,3,74,0,2,497.85,536286.8,1,0,1,0,0,0,0,"[]","音乐",0.958333333333333
283901,10205,"男",664,1,49,0,1,1440,921.3,0,0,0,0,0,0,0,"[]","动画",0.893072289156627
284120,1525111,"保密",128,3,18,0,3,245.6,363280.1,1,0,1,0,0,0,0,"[]","音乐",1
284424,1182588,"男",342,3,402,2,3,807.6,233552.7,1,0,0,0,0,0,0,"['手绘', '逗比', '水彩', '迷之感动']","生活",0.862573099415205
285650,801,"男",82,0,0,0,0,388.95,3002.41176470588,0,0,0,0,0,0,0,"[]","动画",0.731707317073171
286727,13926,"男",291,3,294,0,9,8721.95,3558.4,1,0,0,0,0,0,0,"['小峰解说', '王国之心']","游戏",1
287301,4986,"男",56,0,26,0,0,263.7,1807.4,0,0,0,0,0,0,0,"['老虎与马', 'FPS屌丝', '舌尖下屌丝']","生活",0.678571428571429
287755,3672,"男",153,1,126,58,4,2160.65,19867.9,0,0,0,0,0,0,0,"[]","音乐",0.464052287581699
288239,384461,"男",391,3,34,0,1,1253.75,68020.6,0,0,0,0,0,0,0,"['周刊', '不科学图']","动画",0.81074168797954
290982,159431,"男",87,0,126,2,8,151.65,192957.5,1,0,0,0,0,0,0,"[]","动画",0.873563218390805
292208,8710,"保密",234,3,0,0,0,254.75,20462.65,0,0,0,0,0,0,0,"[]","动画",0.931623931623932
292287,1811,"保密",56,0,0,0,0,281.95,3018.85,0,0,0,0,0,0,0,"[]","科技",1
292598,43772,"保密",52,2,44,0,0,509.8,9862.8,0,0,0,0,0,0,0,"[]","时尚",0.865384615384615
293917,107933,"保密",100,2,13,0,3,1624.65,69509.15,1,0,0,0,0,0,0,"['精灵宝可梦', 'ff14']","游戏",0.94
293995,54018,"男",105,0,0,0,0,2114.6,27156.5,0,0,0,0,0,0,0,"[]","其他",1
294047,15172,"男",80,3,2,0,4,3367,9423.8,0,0,0,0,0,0,0,"['同人音乐', '东方']","音乐",0.9875
294426,1442,"男",432,1,0,0,0,1097.35,223.15,0,0,0,0,0,0,0,"[]","动画",0.578703703703704
294646,3500,"男",109,1,4,0,0,306.55,42469,0,0,0,0,0,0,0,"[]","音乐",0.55045871559633
294897,15488,"保密",51,3,5,0,0,249.45,11697.95,0,0,0,0,0,0,0,"[]","音乐",1
295005,31031,"保密",125,3,49,16,7,1085.95,923.65,0,1,0,0,0,0,0,"[]","游戏",0.832
295723,1619810,"保密",459,0,37,1,0,662.4,782636.3,1,0,0,0,0,0,0,"[]","动画",0.450980392156863
296171,315858,"保密",69,3,19,0,3,658.4,93811.2,1,0,0,0,0,0,0,"[]","时尚",0.826086956521739
297300,13605,"男",61,3,79,0,3,166.85,52938.8,1,0,1,0,0,0,0,"['特摄', 'IDOLM@STER', '声真似', '日语配音', '爱国']","生活",0.491803278688525
297317,19842,"保密",56,2,80,0,3,530.85,22531.3,0,0,0,0,0,0,0,"['彩虹六号', '教学', 'R6', 'Apex ']","游戏",0.964285714285714
298197,17153,"保密",278,3,0,0,0,182.1,1187.15,0,0,0,0,0,0,0,"[]","动画",1
298484,394489,"男",230,3,84,15,8,1079.35,90827.25,1,0,0,0,0,0,0,"['明日方舟', '手机游戏', '单机游戏', '小狼XF', '虚拟主播']","游戏",0.952173913043478
301303,27191,"保密",68,3,36,0,2,261.1,5657,1,0,1,0,0,0,0,"[]","音乐",0.985294117647059
301940,684815,"男",122,3,2,1,4,2834.4,119496.75,1,0,1,0,0,0,0,"['咕噜猫']","游戏",0.926229508196721
301964,4857,"男",882,3,92,2,0,478.4,1428,0,0,0,0,0,0,0,"['油管搬运工', '卖萌', '卖蠢']","科技",0.975056689342404
302145,8107,"男",62,3,195,0,0,410.7,32489.3,0,0,0,0,0,0,0,"[]","音乐",0.580645161290323
302148,773,"男",77,0,0,0,1,224.45,1810.7,0,0,0,0,0,0,0,"['菜鸡']","游戏",0.597402597402597
303033,18062,"男",78,3,39,0,6,531.3,25734.45,0,0,1,0,0,0,0,"[]","游戏",0.961538461538462
303946,65858,"保密",74,2,0,0,6,994.4,17191.5882352941,0,0,0,0,0,0,0,"[]","动画",0.689189189189189
304679,1322,"保密",127,3,3,0,0,293.4,1902.2,0,0,0,0,0,0,0,"[]","音乐",0.409448818897638
306240,4215,"男",79,3,24,0,0,785.7,10524.55,0,0,0,0,0,0,0,"['知性病患厂', '小天使', '声优字幕']","其他",0.89873417721519
306490,10286,"保密",211,3,382,2,8,1486.7,1493.75,0,0,0,0,0,0,0,"['声控', '玉米粉', '懒癌患者']","其他",0.95260663507109
306805,426719,"保密",113,3,25,0,2,300.3,328545,1,0,1,0,0,0,0,"['动漫控']","动画",0.938053097345133
307108,213971,"保密",140,3,139,1,10,502.5,34210.6,0,1,1,0,0,0,0,"[]","时尚",0.921428571428571
308446,163311,"男",226,3,64,0,5,330.95,95172.15,0,0,1,0,0,0,0,"[]","游戏",0.995575221238938
308632,26348,"保密",552,3,26,0,7,3918.45,4407.3,0,0,1,0,0,0,0,"['生化危机', '宅男', '刀神']","游戏",0.951086956521739
309435,225258,"保密",813,3,42,89,0,492.15,29326.85,1,0,1,0,0,0,0,"[]","游戏",0.995079950799508
309489,4089,"保密",136,3,434,3,0,2305.9,1140.5,1,0,1,0,0,0,0,"[]","其他",0.764705882352941
309830,9583,"男",1369,3,121,10,6,928.65,2446.1,0,0,0,0,0,0,0,"[]","游戏",0.987582176771366
310168,9083,"男",683,3,89,0,0,717.6,8783.65,0,0,0,0,0,0,0,"[]","游戏",0.988286969253294
310476,6914,"男",124,0,0,0,0,3508.3,1690.15,0,0,0,0,0,0,0,"[]","游戏",0.814516129032258
310709,77082,"保密",56,3,93,0,2,882.25,123197.25,1,0,0,0,0,0,0,"['动漫杂谈', '动画萌太奇', '带码菌']","动画",0.75
311448,3169,"男",123,3,36,0,9,2065.1,2584.4,0,0,1,0,0,0,0,"['KOF', '拳皇', '格斗游戏']","游戏",0.991869918699187
311835,6396,"保密",237,3,14,0,2,585.5,11868.3,0,0,0,0,0,0,0,"['杉田智和', 'FALCOM']","其他",0.983122362869198
312001,297430,"女",95,3,11,0,5,275.1,38997.25,1,0,1,0,0,0,0,"['Light']","音乐",0.957894736842105
312381,152683,"男",96,3,80,0,5,173.35,182390.35,1,0,1,0,0,0,0,"[]","音乐",0.9375
313249,33984,"男",133,3,57,0,5,265.15,30469.3,0,0,0,0,0,0,0,"[]","游戏",0.796992481203007
313460,36041,"保密",164,3,36,0,1,587.55,16112.2,0,0,1,0,0,0,0,"[]","游戏",0.951219512195122
313861,142477,"男",1740,3,22,0,7,448.35,21944.35,0,0,0,0,1,0,0,"[]","游戏",0.985632183908046
314216,122581,"男",242,3,45,0,10,6812.9,23869.35,1,0,0,0,0,0,0,"[]","游戏",1
314842,39292,"保密",447,3,1,2,6,9594.65,18002.3,1,0,1,0,0,0,0,"[]","游戏",1
315214,36208,"保密",234,3,32,0,7,462.3,8506.8,0,0,0,0,0,0,0,"['模玩测评', '玩具']","科技",0.91025641025641
315834,135572,"男",294,1,147,0,0,1824.4,25007.35,0,0,0,0,0,0,0,"[]","游戏",0.993197278911565
317000,61179,"女",103,3,47,0,0,12243.85,77230.75,0,0,1,0,1,0,0,"[]","游戏",0.990291262135922
317536,43920,"男",317,3,243,5,3,2797.75,5997.1,1,0,0,0,0,0,0,"['剧情考据党', '僵尸死忠', 'COD死忠']","游戏",0.987381703470032
317866,53685,"男",58,3,1,0,0,291.3,71313.55,0,0,0,0,0,0,0,"[]","音乐",0.96551724137931
317922,47517,"女",101,3,13,0,1,227.5,13546.6,0,0,0,0,0,0,0,"['祀舞']","舞蹈",1
317968,1313,"男",102,1,41,2,4,1410.95,1682.45,0,0,0,0,0,0,0,"['猫宫ひなた', '辉夜月']","科技",0.264705882352941
320064,91120,"保密",119,3,90,4,4,496.75,31191.8,1,0,0,0,1,0,0,"['我是中D', '中D彩妆']","时尚",0.714285714285714
320111,611,"保密",60,3,7,0,2,242.9,6515.35,0,0,0,0,0,0,0,"['燐子', 'soul萌聪', 'divaPC']","游戏",0.983333333333333
320938,63442,"男",148,3,302,0,4,646.4,55048.8,1,0,0,0,0,0,0,"['摄影师', '穿搭', '潮流', 'Vlogger']","时尚",0.459459459459459
322085,22681,"男",319,0,0,0,8,908.55,1924.85,0,0,1,1,0,0,0,"[]","其他",0.539184952978056
322219,79895,"男",238,3,0,27,0,349.05,195182.3,1,1,1,0,0,0,0,"['口水三国', '黑白动画', '原创动画', '福利喵', '国产动画']","其他",0.886554621848739
322241,7092,"男",88,3,1,0,4,303.05,1166.9,0,0,0,0,0,0,0,"['伪科技宅', '微软粉', '化学', '音乐', '游戏']","生活",0.886363636363636
322568,2624,"保密",71,0,11,0,0,249.8,849.25,0,0,0,0,0,0,0,"[]","生活",1
322892,2374283,"保密",323,2,34,0,5,996,552288.85,0,0,0,0,0,0,0,"['游戏', '鬼畜', '翻唱', '解说']","游戏",0.510835913312694
324341,140147,"女",275,3,206,1,9,208.3,76486.2,1,1,1,0,0,0,0,"['猫', '喵', '萌', '云养猫', '喵放送']","生活",0.974545454545454
324771,5083,"男",146,3,61,3,10,185.8,1522.15,0,0,0,0,0,0,0,"['我是笨蛋么']","动画",0.965753424657534
324996,74530,"男",239,3,190,0,4,246.5,37338.2,1,0,1,0,0,0,0,"['喵~']","生活",0.757322175732218
325374,95341,"男",301,3,384,0,1,179.15,22305.1,0,0,0,0,0,0,0,"[]","生活",1
325406,243353,"保密",6023,3,87,0,2,864.6,5460.35,0,0,0,0,0,0,0,"[]","时尚",0.749128341358127
325745,192721,"保密",70,3,68,3,3,113.35,119128.25,0,0,0,0,0,0,0,"['MMD']","动画",0.957142857142857
326115,71132,"男",78,3,15,0,4,530.35,137935.25,0,0,0,0,0,0,0,"['UP主', '周杰伦', '专业做视频', 'DOTA', '灵魂P图手']","鬼畜",0.833333333333333
326702,20267,"女",59,3,232,3,3,421.95,24504.7,1,0,0,0,0,0,0,"[]","动画",0.813559322033898
327963,16094,"保密",136,2,0,0,1,3913.75,32358.35,0,0,0,0,0,0,0,"[]","游戏",1
328388,918,"保密",64,0,19,0,0,1588.7,590.95,0,0,0,0,0,0,0,"[]","娱乐",0.953125
328771,13877,"男",122,0,54,0,0,2261.85,1837.4,0,0,0,0,0,0,0,"['V家', '日语', '做教程狂魔', '杰哥', '渣渣']","科技",0.475409836065574
330676,28251,"男",111,0,0,0,0,278.05,62956.4,0,0,0,0,0,0,0,"[]","鬼畜",0.342342342342342
331103,12946,"男",528,3,65,0,2,2908.4,4807.25,1,0,1,0,0,0,0,"['帅']","游戏",0.988636363636364
331520,85529,"男",86,0,19,0,0,4264.55,2859.6,0,0,1,0,0,0,0,"['废宅']","游戏",0.918604651162791
332349,49420,"男",234,3,24,4,1,317.85,11280.75,1,0,0,0,0,0,0,"['DNF死兔子', '17173死兔子', '死兔子', '死兔子韩服']","游戏",0.982905982905983
334299,22785,"男",663,3,759,0,6,234.15,3096.25,0,0,0,0,0,0,0,"['FGO', '影之诗']","游戏",0.891402714932127
334793,4750,"男",120,3,1,0,0,84.25,110707.55,0,0,0,0,0,0,0,"['墓地', '上香']","动画",0.516666666666667
335587,3680,"女",60,3,76,0,8,1130.7,4551.45,0,0,0,0,0,0,0,"['跑团', '克苏鲁', 'coc']","游戏",0.916666666666667
337006,140970,"男",148,3,6,0,0,280.6,14316.4,0,0,0,0,0,0,0,"[]","音乐",0.763513513513513
338369,10406,"保密",56,0,0,0,0,1179.15,28231.75,0,0,0,0,0,0,0,"['美食', 'Minecraft', '速建大比拼']","游戏",0.928571428571429
338396,4061,"保密",60,0,0,0,0,1502.5,13410.4117647058,0,0,0,0,0,0,0,"[]","娱乐",0.533333333333333
341368,396269,"女",99,3,56,2,5,210.1,324554.4,1,0,0,0,0,0,0,"['周存', 'JUSF', '双向系列']","音乐",0.94949494949495
342327,10634,"保密",76,3,5,0,3,251.2,18859.9,0,0,0,0,0,0,0,"[]","影视",0.539473684210526
342511,5399,"保密",489,1,0,0,0,264.6,43451.7,0,0,0,0,0,0,0,"[]","音乐",0.991820040899795
342624,53382,"保密",155,2,18,0,0,1927.1,9636.45,1,0,1,0,1,0,0,"[]","游戏",0.967741935483871
342646,85054,"男",553,3,9,1,2,9100.5,11517.15,1,0,1,0,0,0,0,"['CS青木', 'CSQM']","游戏",1
343016,87096,"保密",92,3,37,1,4,629.7,18854.35,0,0,0,0,0,0,0,"[]","时尚",0.83695652173913
343348,105300,"女",480,3,65,25,9,7431.75,24612.85,1,0,1,0,0,0,0,"['口袋妖怪', '精灵宝可梦', '3ds游戏', '任天堂', '口袋迷ag']","游戏",0.95625
343415,28854,"女",55,3,86,0,0,187,51056.45,0,0,0,0,0,0,0,"['莱九', '宅舞']","舞蹈",0.927272727272727
345784,77331,"保密",73,3,60,0,2,604,42579.75,1,0,0,0,0,0,0,"['宅舞', '魔法少女']","舞蹈",0.698630136986301
346059,445581,"女",194,3,299,6,8,473.15,145817.35,0,1,1,0,0,0,0,"[]","动画",0.783505154639175
348318,37079,"保密",193,0,0,0,0,9487.35,19425.25,0,0,0,0,0,0,0,"['游戏']","游戏",0.901554404145078
348470,88068,"保密",94,3,226,0,4,133.3,36505.75,0,0,0,0,0,0,0,"[]","舞蹈",0.936170212765957
348785,84946,"女",1112,3,25,0,1,2524.75,9157.75,0,0,0,0,0,0,0,"['粉字菌']","游戏",0.969424460431655
350552,43277,"保密",824,3,4,0,10,1786.95,3396.65,1,0,0,0,0,0,0,"[]","娱乐",0.949029126213592
350853,23631,"男",63,3,378,1,1,95.35,52855.85,0,0,0,0,0,0,0,"[]","生活",1
351067,40246,"女",90,3,2,0,3,2917.2,20683.15,0,0,1,0,0,0,0,"['海未推し', '女子高校生']","音乐",0.955555555555556
351111,90489,"女",96,3,324,1,3,558.25,27918.85,0,0,1,0,0,0,0,"['Lane', 'HO☆SHI']","舞蹈",0.84375
351773,61036,"保密",246,0,14,0,9,237.3,23127.9,0,0,0,0,0,0,0,"[]","动画",0.991869918699187
352186,1931,"保密",108,3,2,0,4,1880.6,912.4,0,0,0,0,0,0,0,"[]","其他",0.925925925925926
352336,3444,"男",103,3,69,7,0,5879.15,5477.57894736842,1,0,1,0,0,0,0,"['实况up', '多声向']","游戏",0.970873786407767
354566,13257,"男",100,3,1,0,3,234.05,15461.7,0,0,0,0,0,0,0,"['虫搬。。', '吉姆控']","音乐",0.78
355495,7194,"男",914,3,57,14,0,1608.45,680.35,1,0,0,0,0,0,0,"[]","其他",0.530634573304158
356004,32196,"保密",155,1,27,0,0,753.2,18204.65,1,0,0,0,0,0,0,"[]","游戏",0.832258064516129
356776,3224,"保密",118,3,0,0,0,199.65,1243.1,1,0,1,0,0,0,0,"['唱歌的？', '摸鱼的。', 'Joker']","音乐",0.983050847457627
357490,153,"男",68,3,5,0,0,1405.4,334.6,0,0,0,0,0,0,0,"[]","游戏",1
358335,7658,"男",72,3,154,0,0,1505.95,11979.7,0,0,0,0,0,0,0,"[]","其他",0.847222222222222
358422,130359,"保密",158,0,22,0,0,2546.55,164030.95,0,0,0,0,0,0,0,"['ACI字幕组']","其他",0.556962025316456
358606,187327,"男",55,3,26,1,3,233.3,349031.45,1,0,1,0,0,0,0,"['DELA', '洛天依', '乐正绫', 'P主']","音乐",0.963636363636364
361024,3259,"男",625,0,21,0,0,490.85,2172.25,0,0,0,0,0,0,0,"[]","音乐",0.9248
361894,417,"保密",92,3,4,0,2,1932.85,92.1,0,0,0,0,0,0,0,"['电子音乐', '合成器', 'DJ', '数码绘', '模块']","音乐",0.967391304347826
362547,14537,"女",104,0,0,0,0,1545.85,13777.1,0,0,0,0,0,0,0,"[]","娱乐",0.971153846153846
363484,891,"保密",65,1,11,0,0,683.35,206.75,0,0,0,0,0,0,0,"[]","生活",0.953846153846154
364279,5239,"保密",525,3,47,19,6,1581.05,992.35,1,0,0,0,0,0,0,"['小爪']","游戏",0.851428571428571
364598,12733,"女",70,3,180,2,4,191.75,1527.55,0,0,0,0,0,0,0,"['炫技狂魔', '鱼虾鱼虾鱼', 'Kira☆~', '熊熊熊孩子', '最强']","音乐",0.928571428571429
364776,23267,"男",142,2,0,0,7,2576.75,9767.3,0,0,0,0,0,0,0,"[]","游戏",1
365031,18164,"男",103,2,8,0,2,2363.8,9483.3,1,0,0,0,0,0,0,"[]","游戏",0.932038834951456
365517,117093,"男",245,3,31,26,0,239.25,58626.1,0,0,1,0,0,0,0,"[]","游戏",0.873469387755102
366414,20595,"男",128,0,0,0,0,259.2,19377.65,0,0,0,0,0,0,0,"[]","科技",1
367321,8598,"保密",86,0,86,1,0,230.35,13433.1,0,0,0,0,0,0,0,"['vocaloid']","音乐",1
367877,660692,"男",81,3,4,0,3,965.5,174048.1,0,1,0,0,0,0,0,"['笔记本', '电脑评测']","其他",1
370376,10182,"男",110,1,227,0,6,21528.05,2316.4,0,0,0,0,0,0,0,"[]","游戏",0.981818181818182
372418,97661,"男",374,3,489,0,6,477.5,56209.75,0,0,0,0,0,0,0,"[]","游戏",0.986631016042781
373867,243945,"保密",956,3,41,1,7,70.65,126959.2,1,0,0,0,0,0,0,"['饭拍', '韩国女团', '萌宠', '猫']","生活",0.657949790794979
374377,1020891,"保密",101,3,10,0,0,12244.65,1648827.35,0,0,0,0,0,0,0,"[]","游戏",0.97029702970297
374790,555,"保密",55,0,0,0,0,3332.95,632.45,0,0,0,0,0,0,0,"[]","娱乐",0.981818181818182
375375,4474343,"保密",77,3,9,0,1,234.35,6711586.05,0,0,0,0,0,0,0,"['鬼畜']","鬼畜",0.844155844155844
375943,5474,"女",55,3,24,0,8,609.8,6903.8,0,0,0,0,0,0,0,"['熊星人', '吃货']","生活",0.854545454545454
376772,105802,"保密",61,3,209,0,9,2597.65,6508.95,0,0,1,0,0,0,0,"['美食', '游戏', '声控']","游戏",0.934426229508197
378034,781340,"女",125,3,197,0,5,290.05,465571,1,0,0,0,0,0,0,"[]","舞蹈",0.944
379104,50769,"保密",61,3,7,0,6,6766.7,9260.15,1,0,1,0,0,0,0,"[]","生活",1
379803,39340,"男",76,3,33,0,3,1278.6,20113.5,1,0,0,0,0,0,0,"['作曲', 'VOCALOID', 'V家', '音乐教学']","音乐",0.631578947368421
379922,67575,"男",185,3,77,0,7,10776.35,23306.55,0,0,0,0,0,0,0,"['hyun310', 'HYUN310', '310']","游戏",0.983783783783784
380841,5487,"男",381,3,277,3,0,1013.4,2170.75,0,0,0,0,0,0,0,"['红色警戒', '龙霸天下', '心灵终结', '红警3', '狂热运输']","游戏",0.963254593175853
381299,22058,"保密",672,3,28,0,0,364.35,5342.25,0,0,0,0,0,0,0,"['你瞅啥', '瞅你咋地', '嘎']","舞蹈",0.818452380952381
381463,3860,"男",54,0,4,4,0,4089.85,1964.5,0,0,0,0,0,0,0,"[]","游戏",1
381738,377325,"保密",24294,0,0,0,0,3964.05,32455.55,0,0,0,0,0,0,0,"[]","游戏",0.970280727751708
381936,8669,"保密",250,3,114,2,6,1296.6,2424.75,0,0,1,0,0,0,0,"[]","娱乐",0.96
383003,46001,"保密",58,3,106,0,6,549.85,25608.65,1,0,1,0,1,0,0,"[]","其他",0.931034482758621
384026,6658,"保密",389,3,2,0,0,2059.75,1064.55,0,0,0,0,0,0,0,"['鈴木達央', '生田斗真', 'OLDCODEX', 'KinKi Kids']","娱乐",0.763496143958869
384762,81777,"保密",218,3,223,0,3,499.9,3884.85,0,0,1,0,0,0,0,"[]","游戏",0.922018348623853
385147,79601,"保密",57,3,2,0,0,172.15,200649.9,0,0,0,0,0,0,0,"[]","影视",0.526315789473684
385474,699416,"保密",352,3,575,8,7,730.6,160041.45,0,1,1,0,1,0,0,"['小黑', '克苏鲁', 'SCP', '战锤', '星际']","游戏",0.960227272727273
385993,11458,"男",123,3,180,0,1,531.75,7885.65,1,0,1,0,0,0,0,"['游戏', '拳皇', '乱入', '为啥我玩的游戏不一样', '精灵宝可梦']","游戏",0.959349593495935
386004,19624,"男",80,1,71,4,0,571.9,21021.35,0,0,0,0,0,0,0,"[]","游戏",0.6375
386174,2954,"男",57,2,20,2,7,591.05,13987.8,0,0,0,0,0,0,0,"[]","其他",0.543859649122807
386358,29805,"保密",103,0,0,0,0,176.85,33498.95,0,0,0,0,0,0,0,"['剑网3', 'MMD']","动画",0.990291262135922
387197,32769,"男",564,0,0,0,0,14147.05,81985.5,0,0,0,0,0,0,0,"[]","游戏",0.99468085106383
