"mid","follower","sex","video","master","album","article","channel","time_ave20","play_ave20","weibo","wx","qq","taobao","mail","tiktok","redbook","self_tags","video_tag_combine","video_max_ratio"
27977500,29887,"男",230,3,68,0,0,4104.15,3679.75,0,0,0,0,0,0,0,"['第五人格', '胸毛老湿', '唱见主播', '骚话大叔', '魔性声优']","游戏",0.982608695652174
27979368,77495,"男",149,3,280,1,0,360.55,77721.65,0,0,0,0,0,0,0,"[]","娱乐",0.610738255033557
27987983,24530,"男",142,3,36,0,8,517,4603.45,0,0,0,0,0,0,0,"[]","科技",0.866197183098592
27996286,212237,"男",2913,0,1,0,1,313.45,16935.6,0,0,0,0,0,0,0,"[]","游戏",0.993820803295572
27998524,11292,"女",55,3,28,0,0,132.35,13259.6,0,0,0,0,0,0,0,"[]","舞蹈",0.963636363636364
28018690,6775,"保密",361,3,169,2,10,6048.1,10760.2,0,0,0,0,0,0,0,"[]","娱乐",0.440443213296399
28038011,322,"女",146,3,23,0,4,438.55,74.65,0,0,0,0,0,0,0,"[]","音乐",0.678082191780822
28066804,19239,"女",78,3,0,0,0,1695.25,19495.35,0,0,0,0,0,0,0,"[]","生活",1
28111051,395,"男",99,0,26,9,0,462.2,252.45,0,0,0,0,0,0,0,"[]","游戏",0.939393939393939
28114396,297631,"保密",249,3,54,0,0,241.45,51958.65,0,0,0,0,0,0,0,"[]","生活",0.93574297188755
28120433,26866,"男",64,3,239,7,5,1215.7,7842.5,0,0,0,0,0,0,0,"['我的作品']","生活",1
28144102,71891,"保密",731,3,0,12,4,207.35,53949.95,0,1,0,0,0,0,0,"[]","生活",0.995896032831737
28152409,549998,"男",815,3,54,0,8,463.95,187497,0,0,0,0,0,0,0,"[]","科技",0.961963190184049
28152637,490552,"男",145,0,2,7,3,583.7,17722.35,0,0,0,0,0,0,0,"['搞笑', '教育', '娱乐']","科技",0.427586206896552
28164272,56930,"女",444,0,0,0,0,138.6,16481.5,0,0,0,0,0,0,0,"[]","生活",1
28216179,58013,"保密",285,0,32,0,0,253.85,25949.35,0,0,0,0,0,0,0,"[]","生活",0.940350877192982
28216419,100,"男",53,0,20,0,0,289.9,437.7,0,0,0,0,0,0,0,"[]","游戏",0.981132075471698
28220117,377645,"男",128,3,6,0,0,241.3,86660.4,0,0,0,0,0,0,0,"[]","音乐",0.953125
28240801,408,"男",308,3,0,0,0,293.9,1094.15,0,0,0,0,0,0,0,"[]","游戏",0.662337662337662
28259096,199008,"保密",163,0,96,0,0,2480.7,83389.85,1,0,0,0,0,0,0,"[]","娱乐",1
28264167,39228,"女",79,0,3,22,8,9232.7,5566.3,1,0,1,0,0,0,0,"[]","生活",1
28270637,192502,"保密",359,3,52,4,10,347.6,46223.45,0,0,0,0,0,0,0,"[]","动画",1
28330240,348835,"男",70,3,28,0,5,207.35,288937.8,0,0,0,0,0,0,0,"[]","生活",1
28337532,14643,"保密",96,2,87,4,3,914.1,76230.95,0,0,0,0,0,0,0,"['英雄联盟', '严肃主播', '上古卷轴5', '绅士']","游戏",0.979166666666667
28338226,59453,"男",112,2,6,0,0,601.3,37096.15,0,0,0,0,0,0,0,"[]","生活",0.991071428571429
28346246,984,"男",67,0,0,0,0,90.5,8062.65,0,0,0,0,0,0,0,"[]","影视",0.671641791044776
28352329,72719,"保密",160,3,7,0,0,1303.05,26511.6,1,1,0,0,0,0,0,"['职场', ' 穿搭', '美食', '生活', 'vlog']","生活",0.69375
28356483,491,"保密",104,3,0,0,0,322.55,3335.6,0,0,0,0,0,0,0,"[]","游戏",0.980769230769231
28380168,51745,"女",247,3,850,8,5,448.9,22698.9,0,0,0,0,0,0,0,"[]","游戏",0.995951417004049
28384127,115510,"女",65,0,8,0,0,711.55,17691.05,0,0,0,0,0,0,0,"[]","时尚",0.769230769230769
28386897,70250,"女",219,3,10,0,0,564,9502.1,0,0,0,0,0,0,0,"[]","时尚",0.840182648401826
28393820,326767,"女",198,3,9,0,0,889.95,66990.8,1,1,0,0,1,0,1,"[]","时尚",0.707070707070707
28396889,186,"男",71,3,0,0,0,1996.9,114.45,0,0,0,0,0,0,0,"[]","游戏",1
28410658,9085,"保密",2454,3,53,48,10,281.05,565.25,0,0,0,0,0,0,0,"['UFC', 'MMA', '综合格斗', '相扑', '自由搏击']","生活",0.994295028524857
28414930,3950,"男",73,3,8,9,1,261.6,33745.3,0,0,1,0,0,0,0,"[]","游戏",0.904109589041096
28438960,395954,"女",220,3,0,0,10,1482.9,16078.6,1,1,0,0,0,0,0,"['时尚化妆师', '蕊姐', '化妆教学', '爱用品分享', '护肤瘦身']","时尚",0.995454545454545
28445494,106789,"保密",1471,0,1,14,6,147,994.9,0,0,0,0,0,0,0,"[]","生活",0.942216179469748
28448337,4751,"保密",63,3,26,0,7,541.45,18993.05,0,0,0,0,0,0,0,"[]","生活",0.73015873015873
28480937,147888,"女",117,0,52,0,0,654.5,39858.4,0,0,0,0,0,0,0,"[]","时尚",0.777777777777778
28488204,49047,"男",295,3,290,0,5,715.05,8245,0,0,0,0,0,0,0,"[]","科技",0.552542372881356
28505401,21034,"女",65,3,15,0,8,441.1,4153.1,0,0,0,0,0,0,0,"[]","舞蹈",0.276923076923077
28511106,6446,"保密",119,3,90,46,0,192.5,5399.5,0,0,0,0,0,0,0,"[]","生活",1
28537819,76383,"男",120,3,232,17,3,1930.85,20705.6,0,0,0,0,0,0,0,"[]","游戏",0.975
28555561,3740,"保密",55,0,366,0,0,62.45,8109.25,0,0,0,0,0,0,0,"[]","生活",0.963636363636364
28561040,6428,"男",188,3,22,17,0,580.45,1937.2,0,0,0,0,0,0,0,"[]","科技",0.75
28586363,1845,"保密",240,3,10,1,1,1945.15,396.6,0,0,0,0,0,0,0,"['我的世界', '麦花', 'minecraft', '模组介绍', '生存实况']","游戏",1
28593233,78126,"保密",60,3,10,0,0,590.35,24466.6,0,0,0,0,0,0,0,"[]","时尚",0.666666666666667
28630785,12541,"女",51,1,49,2,0,177.2,2476.15,0,0,0,0,0,0,0,"[]","动画",0.980392156862745
28631752,34542,"男",831,3,110,15,0,229.55,28680.7,0,0,0,0,0,0,0,"[]","其他",0.991576413959085
28642491,962116,"保密",458,3,47,0,0,551.4,481315.45,1,0,0,0,0,0,0,"['逗逼', '怂逼', '新司机', '求基友']","游戏",0.775109170305677
28642912,135509,"保密",80,3,126,0,5,290.5,39924.5,1,0,1,0,0,0,0,"['沙画', '沙画师', '半透明', '沙画师半透明', '197']","生活",0.9
28686034,70837,"男",250,3,30,2,6,451.65,6365.7,0,1,0,1,0,0,0,"['摄影', '小九', '创意摄影', '产品摄影', '短视频']","科技",0.7
28692766,33071,"女",196,3,0,0,1,58.05,4998.4,1,0,0,0,0,0,0,"['爱喝假酒的FA', '女王大人', '王者荣耀', '王者粗事了', '王者必修课']","游戏",1
28712292,257184,"男",1357,3,1,0,10,74.15,3710.05,0,0,0,0,0,0,0,"[]","生活",0.866617538688283
28726101,80924,"女",95,1,141,15,5,805.45,25829.4,1,0,0,0,0,0,1,"['穿搭', 'vlog', '购物分享', '美妆']","时尚",0.873684210526316
28727293,137567,"男",55,3,6,0,5,395.35,128507.75,0,0,0,0,0,0,0,"[]","生活",0.909090909090909
28741096,70579,"保密",252,3,20,2,5,1316.6,12429.5,0,0,0,0,0,0,0,"[]","娱乐",1
28745290,155207,"女",197,3,40,0,11,1018.85,29541.05,1,1,0,0,0,0,0,"['美妆', '时尚']","时尚",0.83756345177665
28747449,5174,"保密",64,0,48,0,3,77.65,226.9,0,0,0,0,0,0,0,"[]","生活",1
28751839,288922,"男",78,3,52,10,3,642.2,64243.25,0,0,0,0,0,0,0,"['技术向', '配方师', '小在', '万年睡不醒']","时尚",0.974358974358974
28758032,141226,"男",1419,3,59,0,5,3055.3,6522.55,1,0,0,0,0,0,0,"['守望先锋', 'PIGFF', '朱芳芳', '绝地求生']","游戏",0.947145877378435
28767705,239838,"保密",295,3,444,0,10,457.65,53046.65,1,1,1,1,0,0,0,"['科技', '数码']","其他",0.986440677966102
28799752,83658,"男",60,3,25,0,0,228.35,34751.75,0,0,0,0,0,0,0,"['翻唱']","音乐",0.95
28801728,4457,"保密",283,0,0,2,8,6770.9,1660.35,0,0,0,0,0,0,0,"[]","游戏",0.936395759717314
28814352,42806,"女",51,0,5,0,0,259.75,13052.75,0,0,0,0,0,0,0,"[]","音乐",1
28822227,913363,"女",889,0,101,0,0,323.85,95995.75,0,0,0,0,0,0,0,"[]","动画",0.885264341957255
28824825,9441,"保密",68,3,0,0,0,250,97659.7,0,0,0,0,0,0,0,"[]","游戏",0.794117647058823
28828559,225933,"保密",293,1,1,0,0,535.7,7416.7,0,0,0,0,0,0,0,"['烘焙', '美食', '熟肉', '觅糖', '高产']","生活",0.986348122866894
28845941,9604,"保密",58,2,188,1,1,541.7,5343.9,0,0,1,0,0,0,0,"['OmoineMie', 'Omoine Mie', 'VOCALOID']","音乐",0.879310344827586
28846452,69488,"保密",137,0,53,0,1,1054,75264.95,0,0,0,0,0,0,0,"[]","科技",0.751824817518248
28851297,3507,"保密",290,3,12,2,9,1882.75,3156.05,0,0,0,0,0,0,0,"[]","游戏",0.968965517241379
28854290,51038,"男",73,3,6,0,3,427.1,14101.35,1,1,0,0,0,0,0,"['老外约翰', '美食', '旅行', '约翰的小厨房', '健身']","生活",1
28856389,55838,"保密",1532,3,49,9,10,4928.1,471.95,0,0,0,0,0,0,0,"['游戏原画教程', '美术基础教程', 'PS基础教程', 'SAI鼠绘基础教程', '人物绘画教程']","生活",0.996736292428198
28860267,123198,"男",382,3,51,3,5,488.9,102810.65,1,0,1,0,0,0,0,"['帅哥']","游戏",0.952879581151832
28861187,46846,"保密",238,3,136,2,0,2042.4,13756.05,0,0,1,0,0,0,0,"[]","游戏",0.995798319327731
28866868,3505,"保密",289,3,44,0,6,17242.8,3782.95,0,0,0,0,0,0,0,"[]","游戏",1
28869827,31184,"保密",101,3,396,5,2,1591.95,12601.15,0,0,0,0,0,0,0,"['楚留香', '日常', '唱见']","游戏",0.831683168316832
28870949,463321,"男",1352,3,13,1,3,470.95,72873.8,0,0,0,0,0,0,0,"['LOL', '英雄联盟', '每日撸报', '搞笑', '游戏']","游戏",0.997041420118343
28880583,9811,"保密",790,0,122,0,0,670.3,945.55,0,0,0,0,0,0,0,"[]","游戏",0.891139240506329
28898134,46440,"保密",215,3,0,0,2,806.15,3623.15,0,0,0,0,0,0,0,"[]","游戏",0.995348837209302
28929301,266024,"保密",183,3,16,10,2,203.3,116009.55,1,1,0,0,0,0,0,"[]","生活",0.983606557377049
28962573,75729,"女",54,3,12,2,7,662,40859.05,1,0,0,0,0,0,0,"[]","时尚",0.944444444444444
29010983,2049,"男",62,0,29,1,0,94.2,846.9,0,0,0,0,0,0,0,"[]","动画",0.967741935483871
29066676,16301,"男",83,3,16,10,9,357.45,15963.4,0,0,0,0,0,0,0,"['悠木碧', '悠木碧×2', '悠木碧×3', '悠木碧×∞']","动画",0.819277108433735
29067952,176373,"男",90,3,46,0,3,313.2,185411.55,0,0,1,0,0,0,0,"[]","游戏",0.977777777777778
29080508,76953,"男",114,1,128,0,0,167.2,12391,0,0,0,0,0,0,0,"[]","游戏",0.921052631578947
29113269,2769,"男",85,0,6,0,0,336.6,2253.5,0,0,0,0,0,0,0,"[]","影视",0.964705882352941
29134209,28633,"保密",97,3,325,2,0,11037.7,4719.25,0,0,0,0,0,0,0,"[]","生活",0.989690721649485
29134675,112685,"女",117,0,34,0,0,474.45,34704.05,0,0,0,0,0,0,0,"[]","生活",1
29145262,34495,"男",219,3,479,8,0,448.7,14461.3,0,0,0,0,0,0,0,"['斯拉夫', '二次元', 'gopnik', '俄罗斯', '澳大利亚']","生活",0.228310502283105
29164576,8838,"男",318,3,52,1,8,750.5,2077.8,0,0,1,0,0,0,0,"['CODOL', 'FPS']","游戏",0.924528301886792
29174548,709,"女",57,0,27,0,0,315.55,637.05,0,0,0,0,0,0,0,"[]","生活",0.701754385964912
29191734,184956,"男",84,3,31,0,2,245.05,386886.35,0,0,1,0,0,0,0,"[]","游戏",0.535714285714286
29214555,73143,"男",118,3,86,4,6,613.05,1054.4,0,0,0,0,0,0,0,"['老师', '英语', '口语', '说唱']","科技",0.61864406779661
29217021,8355,"保密",115,3,7,0,7,142.85,11195,0,0,0,0,0,0,0,"['深月', 'Miduki', '仁王', '忍龙', '只狼']","游戏",1
29235455,120561,"男",117,3,137,0,3,722.35,265864.45,1,0,1,0,0,0,0,"[]","影视",0.666666666666667
29236038,31784,"保密",137,3,21,0,1,169.1,24740.5,0,0,0,0,0,0,0,"[]","生活",0.985401459854015
29244761,38126,"男",419,3,0,0,1,1677.1,2905.8,0,0,0,0,0,0,0,"[]","生活",0.930787589498807
29254873,77141,"女",167,2,5,4,8,588.65,32750.3,0,0,0,0,0,0,0,"[]","影视",0.754491017964072
29267578,19324,"男",85,3,26,0,3,858,7680.55,0,0,0,0,0,0,0,"['球鞋', '潮流', '时尚', 'Vlog']","时尚",0.8
29275284,20995,"男",66,3,59,13,0,595.55,7945.45,0,0,0,0,0,0,0,"[]","生活",1
29279936,338883,"男",393,3,129,13,5,276.3,38562,0,0,0,0,0,0,0,"[]","科技",0.529262086513995
29285093,68844,"保密",685,0,747,116,4,288.2,23148.8,0,0,0,0,0,0,0,"['火影忍者手游', '火影忍者', '配音', '业余']","游戏",0.931386861313869
29292148,35729,"女",61,0,0,0,0,778.7,12801.45,1,0,0,0,1,0,0,"['美妆', '一个妈妈']","时尚",0.934426229508197
29292363,22418,"男",820,3,3,7,5,1884.75,1705.05,0,0,0,0,0,0,0,"[]","游戏",0.998780487804878
29296192,886271,"男",125,3,21,0,1,683.9,593893.9,0,1,1,0,0,0,0,"[]","影视",0.952
29298335,30458,"男",110,1,85,1,3,382.7,62135.15,0,0,0,0,0,0,0,"[]","科技",0.490909090909091
29302925,8094,"保密",116,0,0,0,0,2159.3,9091.35,0,0,0,0,0,0,0,"[]","生活",0.560344827586207
29308711,216723,"男",502,3,114,0,5,689.65,53221.25,0,0,0,0,1,0,0,"['RyuuuTV', 'YUMA', 'Ryu', '日语教学', '日本生活']","生活",0.956175298804781
29329085,662322,"女",84,1,59,0,0,228.15,382178.45,0,0,0,0,0,0,0,"[]","生活",1
29329618,61964,"男",85,3,0,2,0,292.2,63957.95,0,1,0,0,0,0,0,"['篮球教学', '篮球', 'NBA', '体育']","生活",1
29335158,2523,"男",83,3,25,0,2,1103.35,3460.85,0,0,1,0,0,0,0,"['战争雷霆', '战争雷霆陆视频制作者', '战争雷霆国际服', '油管UP主']","游戏",1
29335586,29114,"男",675,3,167,4,2,357.85,10190,1,0,1,0,0,0,0,"['夏虫', '游戏', '赛博朋克2077', '无主之地3', '死亡搁浅']","游戏",0.968888888888889
29335982,93989,"保密",159,3,41,73,2,174.75,22283.45,1,1,0,0,0,0,0,"[]","科技",0.628930817610063
29338618,18186,"保密",4689,1,55,0,10,2492.85,669.6,0,0,0,0,0,0,0,"[]","其他",0.99957346982299
29349549,380698,"女",184,3,1,1,6,298.15,61122.45,0,0,0,0,0,0,0,"[]","生活",0.891304347826087
29367693,319070,"男",1260,3,274,1,4,384.25,35087.35,0,0,1,0,0,0,0,"['穿越火线', '水木清扬游戏解说', '单机游戏', '一本正经的扯犊子', '只为开心']","游戏",0.986507936507937
29368284,6944,"女",57,0,0,0,10,2533.9,8656.3,0,0,0,0,0,0,0,"[]","娱乐",0.614035087719298
29384781,27419,"男",374,3,105,31,0,1269.45,2386.4,0,0,1,0,0,0,0,"[]","游戏",1
29418340,102252,"保密",1098,3,5,0,8,19218.55,11621.6,0,0,0,0,0,0,0,"[]","游戏",0.622950819672131
29440965,300169,"保密",831,3,3,0,3,10662.3,117468.2,1,0,0,0,0,0,0,"[]","游戏",0.985559566787004
29471491,18454,"保密",52,3,7,3,4,614.65,16951.75,1,0,0,0,0,0,0,"[]","影视",0.961538461538462
29485140,259422,"男",917,3,105,11,0,126.9,33700.85,0,0,0,0,0,0,0,"[]","游戏",0.945474372955289
29521043,6869,"保密",248,0,18,0,0,752.4,2871,0,0,0,0,0,0,0,"[]","生活",0.983870967741935
29562336,42218,"男",95,3,6,0,3,1841.35,25084.8,1,0,1,0,0,0,0,"['搞笑', '网络游戏', '日常', '单机游戏', '吃鸡']","游戏",1
29571846,58599,"保密",320,0,3,0,0,332.65,4258.3,0,0,0,0,0,0,0,"[]","科技",0.659375
29706538,18823,"女",90,3,2,0,1,969.5,7403.1,1,1,0,0,0,0,0,"[]","时尚",0.955555555555556
29736742,80614,"男",148,3,64,0,4,4406.55,46569.35,0,0,0,0,0,0,0,"[]","游戏",0.993243243243243
29739094,12179,"保密",399,0,5,0,0,1118.25,22833.35,0,0,0,0,0,0,0,"[]","游戏",0.984962406015038
29752133,64570,"男",196,3,29,0,6,157.45,40172,0,0,0,0,0,0,0,"[]","游戏",0.979591836734694
29785286,72714,"男",81,3,19,1,2,223.45,8316.45,1,0,0,0,0,0,0,"['不想女装']","生活",0.814814814814815
29808383,75818,"保密",755,3,12,1,10,661.55,20443.85,0,0,0,0,0,0,0,"[]","生活",0.92317880794702
29821092,523,"男",71,3,1,0,1,6556.1,756.95,0,0,0,0,0,0,0,"[]","科技",0.52112676056338
29835846,887,"女",140,3,15,0,4,287.7,2503.25,0,0,0,0,0,0,0,"[]","音乐",0.592857142857143
29876148,52058,"保密",257,3,0,0,1,8570.45,9486.25,1,0,0,0,0,0,0,"[]","游戏",0.996108949416342
29908486,34100,"女",134,3,38,16,6,590.6,19487.5,0,0,0,0,0,0,0,"[]","游戏",0.947761194029851
29959830,201827,"保密",420,3,44,12,5,385.15,41256.5,1,0,0,0,0,0,0,"['技能', '学习', '教程', '黑科技', '高效']","科技",0.914285714285714
29977081,341060,"男",206,2,54,0,4,359.15,36363.6,0,1,1,0,0,0,0,"['电影发烧友', '恐怖迷', '鬼故事']","影视",0.946601941747573
30003821,8299,"保密",269,3,57,3,2,241.6,20792.65,0,0,1,0,0,0,0,"[]","游戏",0.951672862453532
30059216,897,"保密",103,3,0,0,7,306.15,1310.9,0,0,0,0,0,0,0,"['***街访', '科技资讯', '爆笑访谈']","生活",0.902912621359223
30105033,4817,"保密",105,3,2,0,2,263.45,36627.9,0,0,0,0,0,0,0,"[]","影视",0.714285714285714
30110952,256987,"女",182,0,0,0,0,955.15,50752.4,0,0,0,0,0,0,0,"[]","时尚",0.736263736263736
30122385,417023,"保密",153,3,216,0,4,1070.75,57897.45,0,0,0,0,0,0,0,"[]","游戏",0.862745098039216
30135163,81110,"保密",3037,1,0,0,0,325.8,2204.631579,0,0,0,0,0,0,0,"[]","娱乐",1
30137702,81398,"保密",492,3,0,0,6,711.2,19472.4,1,0,0,0,0,0,0,"[]","娱乐",0.991869918699187
30158890,81926,"保密",154,1,12,0,2,750.9,66855.3,0,0,0,0,0,0,0,"['游戏解说']","游戏",1
30184058,36546,"男",51,3,13,1,4,215.55,90160.5,0,0,0,0,0,0,0,"[]","游戏",0.803921568627451
30213459,13292,"男",64,3,1,0,2,515.65,6712.05,0,0,0,0,0,0,0,"[]","生活",1
30220385,130595,"保密",333,3,109,0,4,432.25,55563.2,0,0,0,0,0,0,0,"['萝莉', '恐怖片', '解说电影', '二次元', '动漫迷']","影视",0.525525525525526
30240082,4597,"男",72,3,65,0,3,840.95,7119.9,0,0,0,0,0,0,0,"[]","游戏",0.458333333333333
30322433,91173,"保密",923,3,64,3,0,165,16327.9,1,1,1,0,0,0,0,"[]","音乐",0.378114842903575
30361036,26314,"男",188,3,425,5,10,1296.75,22799.4,0,0,1,0,0,0,0,"[]","音乐",0.351063829787234
30409199,29040,"男",168,2,0,9,4,445,7245.7,1,1,0,1,0,1,0,"['尤克里里', '吉他', '二逼青年']","音乐",1
30443731,275890,"女",89,3,358,0,2,944.45,102665.05,1,1,0,0,0,0,0,"[]","时尚",1
30456794,22767,"男",112,0,24,22,0,377.25,13749.75,0,0,0,0,0,0,0,"[]","时尚",0.526785714285714
30497482,110883,"男",387,3,95,1,9,1907.55,19404.25,1,1,1,1,0,0,0,"['任天堂switch', '超级奶牛', 'NS奶牛速报', '奶牛品草', '实况攻略']","游戏",0.943152454780362
30580307,49107,"保密",141,0,106,48,5,215.95,16426.65,0,0,1,0,0,0,0,"[]","生活",0.957446808510638
30580510,295556,"保密",68,3,80,0,8,821.05,68224.35,1,0,1,0,0,0,0,"['辣鸡喵', '爱幻想！！！']","游戏",0.867647058823529
30588461,388025,"男",287,3,9,1,8,503.3,39071.2,1,1,1,0,1,0,0,"['求生篇', '绝地求生', '吃鸡', '是大腿']","游戏",0.993031358885017
30619808,2811,"保密",124,1,0,1,0,610.1,3069.65,0,0,0,0,0,0,0,"[]","生活",0.483870967741935
30623097,19579,"男",57,3,55,3,4,469.55,10728.4,0,0,0,0,0,0,0,"['老外', '外国人', '德国人', '说唱', '嘻哈']","生活",0.842105263157895
30625977,710386,"保密",305,3,30,0,4,712.7,140840.65,1,1,0,0,1,0,0,"[]","生活",0.99016393442623
30643878,1553389,"男",141,3,24,0,0,343.35,671525,1,1,0,0,1,0,0,"[]","生活",1
30673144,17408,"男",222,3,11,0,3,48.3,547.05,0,0,0,0,0,0,0,"[]","科技",1
30686484,3856,"男",441,0,0,0,0,1563.5,749.85,0,0,0,0,0,0,0,"[]","游戏",1
30698151,392322,"女",77,2,49,0,1,4155.7,39136.2,0,0,0,0,0,0,0,"['ASMR', '喵熊']","生活",0.987012987012987
30755772,76279,"保密",665,3,65,7,10,1767.65,8814.9,1,0,0,0,0,0,0,"[]","音乐",0.43609022556391
30763618,7408,"保密",54,1,0,0,4,1096.65,2704.85,0,0,0,0,0,0,0,"[]","游戏",0.981481481481482
30766952,64511,"男",79,0,142,0,1,948.55,13409.1,0,0,0,0,0,0,0,"[]","游戏",0.911392405063291
30801091,5089,"女",549,3,7,0,1,329.05,5560.3,0,0,1,0,0,0,0,"['电影解说', '影评', '原创解说', '晓杰侃电影']","影视",1
30814777,15371,"保密",578,0,0,0,0,39.35,522.75,0,0,0,0,0,0,0,"[]","生活",0.993079584775087
30819051,44406,"男",140,3,59,3,2,467.85,57092.85,0,0,0,0,0,0,0,"['科技爱好者', '游戏爱好者']","其他",0.935714285714286
30821586,452725,"保密",105,0,0,0,0,724.85,82426.3,0,0,0,0,0,0,0,"[]","生活",1
30834225,37925,"保密",318,3,81,4,9,220.8,11749.5,0,0,1,0,0,0,0,"['HelloMedia', '王者荣耀', '王者全书', '破冰英雄', '事后诸葛亮']","游戏",0.968553459119497
30847042,2853,"男",220,1,144,89,4,213.65,83.05,0,0,1,0,0,0,0,"['水杉', 'AEscriptor']","科技",0.895454545454546
30865825,10772,"女",63,3,42,0,1,181.05,12675.5,0,0,0,0,0,0,0,"[]","舞蹈",1
30920089,28975,"保密",53,3,77,0,1,155.5,148032.85,1,0,1,0,0,0,0,"['定格模玩', '定格动画', '手办模型', '原创']","科技",0.60377358490566
30933789,86639,"保密",62,3,174,0,2,734.9,21658.6,0,0,0,0,0,0,0,"['手绘', '水彩', '插画']","生活",1
30947159,119780,"保密",121,0,15,0,3,28.6,15926.95,0,0,0,0,0,0,0,"[]","生活",0.785123966942149
30949419,34639,"男",96,3,56,3,2,344.45,38708,1,1,0,0,0,0,0,"['00后']","其他",0.895833333333333
30954515,469582,"女",125,0,333,2,7,257.1,108412.8,1,1,1,1,0,0,0,"[]","音乐",1
30976514,6890,"保密",2735,0,8,1,0,2760.4,420.45,0,1,1,0,0,0,0,"[]","游戏",0.960511882998172
30982907,55790,"男",262,3,0,0,1,176.05,4222.8,1,1,0,0,0,0,0,"[]","生活",0.965648854961832
31008989,111203,"女",138,0,186,0,0,183.75,67524.1,0,0,0,0,0,0,0,"[]","生活",1
31012715,80527,"男",77,2,1,0,2,240.15,166301.5,0,0,0,0,1,0,0,"[]","生活",1
31020984,31162,"女",408,1,13,0,0,257.2,72944.65,0,0,0,0,0,0,0,"[]","影视",0.987745098039216
31024869,2867,"保密",99,3,1,1,10,125.6,4870.8,0,0,0,0,0,0,0,"['守望先锋', 'overwatch', '布鲁斯韦恩', '超蝙']","动画",0.929292929292929
31042038,7451,"男",381,0,9,0,1,658.05,2150.5,0,0,0,0,0,0,0,"[]","生活",0.984251968503937
31047163,63112,"女",124,3,36,0,4,326.9,7272.4,0,0,0,0,0,0,0,"[]","生活",1
31070283,1138,"保密",214,1,0,0,0,405.15,1374.85,0,0,1,0,0,0,0,"['RC DRIFT', 'JDM', '改装车', '二次元', 'loli']","科技",0.995327102803738
31112083,41105,"女",405,0,61,0,0,951.6,17827.8,0,0,0,0,0,0,0,"[]","生活",0.817283950617284
31163745,103235,"保密",236,3,326,16,4,332.2,31514.4,1,0,0,0,0,0,0,"[]","科技",0.864406779661017
31198961,81418,"女",363,2,131,0,5,959,30886.55,0,0,0,0,0,0,0,"['沉迷芭蕾', '阿佳妮骨灰粉', '阿米尔汗', '各种舞蹈', '女神太多']","舞蹈",0.774104683195592
31207448,175941,"保密",267,3,219,17,10,508.95,32156.3,1,0,1,0,0,0,0,"[]","动画",0.797752808988764
31211300,2274,"保密",152,3,30,51,4,1087.5,695.85,0,0,0,0,0,0,0,"[]","游戏",0.802631578947368
31225950,190764,"男",251,3,168,0,6,514.85,110390.5,0,0,0,0,1,0,0,"['荷兰', 'VLOGGER', '下班啦', '搞笑']","生活",0.932270916334661
31299807,72220,"男",478,3,0,0,10,2598.65,2135.2,1,1,1,0,0,0,0,"[]","生活",0.98744769874477
31343151,12087,"保密",724,3,500,32,9,162.2,22737.5,0,0,1,0,0,0,0,"['美漫控', 'Stan', 'Eoberd Lee', '逆闪电', '爆肝up']","影视",0.781767955801105
31366951,29157,"保密",263,3,63,67,0,217.5,8985.95,0,0,0,0,0,0,0,"[]","动画",0.600760456273764
31399640,376802,"男",294,3,334,0,1,1353.2,19650.4,1,1,1,0,0,0,0,"[]","生活",0.982993197278912
31507279,2616,"男",351,3,221,16,6,1966.55,251.55,0,0,1,0,0,0,0,"['贾文涛', 'Steam', '音乐', '游戏', '闲聊贾说']","游戏",0.660968660968661
31507456,5169,"男",335,0,16,0,0,243.6,2162.4,0,0,0,0,0,0,0,"[]","游戏",1
31538964,177416,"男",442,3,33,2,9,811.8,32100.15,0,0,1,0,0,0,0,"['动漫', '解说', '二次元', '动画片', '番剧解说']","动画",0.943438914027149
31576554,62949,"男",106,1,2,0,1,4582.4,35520.7,0,0,0,0,0,0,0,"[]","科技",1
31584616,29195,"保密",315,4,68,20,0,1697.15,5650.6,0,0,0,0,0,0,0,"[]","时尚",0.780952380952381
31596887,83086,"男",5792,3,1670,10,2,499,994.35,1,0,0,0,0,0,0,"[]","音乐",0.827866022099447
31599940,334701,"男",51,3,54,0,7,539.85,198557.75,0,0,1,0,0,0,0,"[]","游戏",0.862745098039216
31605108,118376,"女",102,3,0,0,1,544.75,9314.25,0,0,0,0,0,0,0,"[]","时尚",0.774509803921569
31605849,146204,"男",259,3,13,0,5,528.95,9569.8,1,0,0,1,1,0,0,"[]","时尚",0.903474903474903
31609105,6471,"男",143,2,157,2,4,29214.8,5811.95,0,0,0,0,0,0,0,"['菇读计划', '俄语', '音乐', '游戏']","生活",0.776223776223776
31627642,31996,"保密",476,3,13,322,0,210.05,12429.9,0,1,0,0,0,0,0,"[]","娱乐",0.281512605042017
31632345,166991,"保密",306,0,209,0,0,693.6,89915.8,0,0,0,0,0,0,0,"['吃播', '小鲜肉', '二次元', '吃货', '帅哥']","生活",0.928104575163399
31643812,11551,"女",64,3,245,8,1,1978.2,10311.5,1,0,0,0,0,0,0,"[]","其他",0.6875
31653614,188727,"女",322,3,26,3,3,83.95,3941.6,1,1,0,1,0,1,0,"[]","科技",0.711180124223602
